OBJECTID,Location,Year,Count,Annual mean NO2 concentration μg/m3,Original Site ID,Site type,Historical annual data,Current,Year option,Site ID,x,y
607,Junction 3 Millpond Street,2020,11,27.7,487,single,"2013: 55.6, 2014: 47.4, 2015: 46.2, 2016: 45.7, 2017: 44.5, 2018: 41.9, 2019: 35.1, 2020: 27.7, 2021: 29.6, 2022: 36.8, 2023: 27.8",Yes,2020,487,-286505.223900001,6704231.7112
608,Martial Arts West Street,2020,12,22.9,474,single,"2010: 45.1, 2011: 39.7, 2012: 37.9, 2013: 39.1, 2014: 35.8, 2015: 38.5, 2016: 38.7, 2017: 35.8, 2018: 31.9, 2019: 29.1, 2020: 22.9",No,2020,474,-290069.779300001,6698825.3103
609,Fishponds Road,2020,34,24.2,464,single,"2010: 42.2, 2011: 39.2, 2012: 38, 2013: 35.7, 2014: 36, 2015: 34.9, 2016: 36.9, 2017: 36.8, 2018: 34.4, 2019: 29.7, 2020: 24.2, 2021: 23.7, 2022: 24, 2023: 20.8",Yes,2020,464,-282219.059500001,6706296.9278
610,Bedminster Down Rd lamppost between Ashton Motors & Plough PH,2020,12,40.2,418,single,"2010: 92.9, 2011: 90.5, 2012: 81.8, 2013: 74, 2014: 67.7, 2015: 63.7, 2016: 69.3, 2017: 58.4, 2018: 55.7, 2019: 51.1, 2020: 40.2, 2021: 45.9, 2022: 44.1, 2023: 32.8",Yes,2020,418,-290472.0394,6698280.8812
611,Facade   784 Muller Road Fishponds,2020,12,29.2,303,single,"2010: 55.4, 2011: 52.1, 2012: 48.5, 2013: 48.2, 2014: 43.5, 2015: 46.1, 2016: 46.2, 2017: 44, 2018: 43.8, 2019: 36.5, 2020: 29.2, 2021: 31.8, 2022: 31.2, 2023: 24.1",Yes,2020,303,-284712.723999999,6705600.1366
612,Dalby avenue church lane,2020,12,27.4,539,single,"2018: 43.3, 2019: 35.6, 2020: 27.4, 2021: 30.9, 2022: 23.8, 2023: 26.6",Yes,2020,539,-289101.435899999,6699494.8127
613,Stapleton Road Heath Street,2020,12,34.7,261,single,"2010: 55.8, 2011: 48.2, 2012: 53, 2013: 55.8, 2014: 50.6, 2015: 51.3, 2016: 53.1, 2017: 52.4, 2018: 51, 2019: 41.5, 2020: 34.7, 2021: 39.1, 2022: 39.3, 2023: 32",Yes,2020,261,-285136.0777,6705418.5404
614,B.R.I.,2020,12,31.7,9,single,"2010: 65.4, 2011: 58, 2012: 52, 2013: 54, 2014: 49.3, 2015: 48, 2016: 48.8, 2017: 46.5, 2018: 44.7, 2019: 37.8, 2020: 31.7, 2021: 39.3, 2022: 36, 2023: 27.8",Yes,2020,9,-288920.5691,6702882.042
615,Parson St. A38 East,2020,12,47.6,239,single,"2010: 81.3, 2011: 82, 2012: 76.9, 2013: 78, 2014: 65.4, 2015: 69.2, 2016: 68.9, 2017: 66.8, 2018: 65.2, 2019: 54.4, 2020: 47.6, 2021: 51.4, 2022: 48.6, 2023: 40.5",Yes,2020,239,-290241.247900002,6698064.4615
616,Bishop Road,2020,12,25.3,161,single,"2010: 52.9, 2011: 47.4, 2012: 41.6, 2013: 41.8, 2014: 41.3, 2015: 43.7, 2016: 41.7, 2017: 38.8, 2018: 38, 2019: 31.7, 2020: 25.3, 2021: 27.4, 2022: 26, 2023: 25.6",Yes,2020,161,-288271.7117,6706476.9617
617,Jacobs Wells Road South,2020,11,22.9,155,single,"2010: 47.4, 2011: 52.4, 2012: 46.9, 2013: 48.5, 2014: 38.8, 2015: 39.9, 2016: 43.1, 2017: 37.9, 2018: 40.1, 2019: 31.1, 2020: 22.9, 2021: 25.5, 2022: 24.2, 2023: 17.5",Yes,2020,155,-290337.662900001,6701607.7196
618,Hotwells Road,2020,12,22.1,154,single,"2010: 54.7, 2011: 40.9, 2012: 40.3, 2013: 44.3, 2014: 38.5, 2015: 37.2, 2016: 39.6, 2017: 38.5, 2018: 36.2, 2019: 30, 2020: 22.1, 2021: 25.4, 2022: 26.1, 2023: 17.8",Yes,2020,154,-290714.2513,6701235.1364
619,Whitehall Rd/Easton Rd lamppost 4TZ,2020,12,38.7,405,single,"2010: 57.8, 2011: 58, 2012: 53.1, 2013: 55, 2014: 51.1, 2015: 53.1, 2016: 42.6, 2017: 50.4, 2018: 56.2, 2019: 48.5, 2020: 38.7, 2021: 40.4, 2022: 38, 2023: 33.5",Yes,2020,405,-285203.250999998,6703303.54
620,St. Paul Street,2020,11,29.9,374,single,"2010: 56.2, 2011: 56.2, 2012: 46.8, 2013: 50.7, 2014: 51.8, 2015: 47.1, 2016: 47.2, 2017: 45.2, 2018: 47.8, 2019: 39.9, 2020: 29.9, 2021: 35, 2022: 33.7, 2023: 27.1",Yes,2020,374,-287672.081700001,6703046.3704
621,123 Newfoundland Street façade,2020,11,23.9,373,single,"2010: 53, 2011: 47.9, 2012: 44.9, 2013: 45.2, 2014: 41.6, 2015: 38.3, 2016: 39.5, 2017: 38.5, 2018: 35.7, 2019: 31.2, 2020: 23.9, 2021: 27.9, 2022: 27.4, 2023: 22.3",Yes,2020,373,-287293.0244,6703336.977
622,Facade Haart Estate Agents 755 Fishponds Road Fishponds,2020,12,28.9,300,single,"2010: 47, 2011: 52.8, 2012: 49.9, 2013: 48.5, 2014: 42.4, 2015: 45.9, 2016: 48.1, 2017: 45.9, 2018: 41.1, 2019: 35.1, 2020: 28.9, 2021: 28.7, 2022: 27.5, 2023: 21.2",Yes,2020,300,-281520.386100002,6706769.7061
623,top of Brislington Hill,2020,10,36.4,175,single,"2010: 57.9, 2011: 56.3, 2012: 54.7, 2013: 55.3, 2014: 51.7, 2015: 52.9, 2016: 56.5, 2017: 54, 2018: 54.9, 2019: 44.6, 2020: 36.4, 2021: 41.4, 2022: 38.7, 2023: 30.4",Yes,2020,175,-283408.7324,6698148.8049
624,Lamppost     Ashley Hill St. Pauls,2020,12,26.2,312,single,"2010: 46.8, 2011: 46.4, 2012: 43.7, 2013: 44.5, 2014: 36.7, 2015: 36.8, 2016: 41.6, 2017: 38.5, 2018: 38.5, 2019: 32.8, 2020: 26.2, 2021: 29.5, 2022: 29.8, 2023: 24.8",Yes,2020,312,-287167.508099999,6704690.8496
625,Cromwell Road,2020,12,28.5,159,single,"2010: 53.6, 2011: 48.9, 2012: 49.7, 2013: 49, 2014: 44.5, 2015: 44.1, 2016: 44.8, 2017: 42, 2018: 43.3, 2019: 35.8, 2020: 28.5, 2021: 31.9, 2022: 32.1, 2023: 28.9",Yes,2020,159,-288675.4309,6704665.8638
626,Gloucester Road,2020,11,33.4,21,single,"2010: 50.1, 2011: 44.5, 2012: 43.1, 2013: 52, 2014: 50.4, 2015: 51.6, 2016: 50.2, 2017: 49.3, 2018: 46.4, 2019: 38.3, 2020: 33.4, 2021: 34.9, 2022: 34, 2023: 30.9",Yes,2020,21,-288453.715399999,6705789.2878
627,Lampost on North corner of Draycott road junction with Muller road.,2020,12,22.8,569,single,"2019: 31.4, 2020: 22.8, 2021: 24.1, 2022: 24.1, 2023: 21.3",Yes,2020,569,-287150.5966,6707214.0007
628,Traffic light on the corner of Shaldon road,2020,11,29,568,single,"2019: 36.2, 2020: 29, 2021: 32.9, 2022: 32.2, 2023: 28.2",Yes,2020,568,-286627.6785,6706564.0045
629,Westbury on Trym High Street Lamp post by Athena restaurant,2020,10,16.3,564,single,"2019: 24.3, 2020: 16.3",No,2020,564,-291467.136799999,6709215.2907
630,Lamp post near Queens Head pub South Bristol link,2020,10,30.1,562,single,"2019: 37.3, 2020: 30.1",No,2020,562,-291682.884500001,6694341.131
631,Lamppost outside BRI CAZ,2020,24,30.2,560,single,"2019: 40.4, 2020: 30.2, 2021: 32.2, 2022: 31.5, 2023: 25.6",Yes,2020,560,-289022.327399999,6702784.8198
632,Talbot Road 20mph lamppost,2020,11,21.9,557,single,"2019: 25.2, 2020: 21.9",No,2020,557,-284973.519400001,6698393.8819
633,No 67 Filton Avenue on wall facing Muller Rd,2020,12,29.5,493,single,"2015: 36.2, 2016: 41.5, 2017: 41.9, 2018: 41.8, 2019: 37, 2020: 29.5, 2021: 31.8, 2022: 31.2, 2023: 27.4",Yes,2020,493,-287443.2234,6708131.093
634,Jamiesons Autos,2020,12,26.2,472,single,"2010: 52.4, 2011: 47.4, 2012: 46.5, 2013: 48.2, 2014: 45.2, 2015: 40, 2016: 45.3, 2017: 41.6, 2018: 37.3, 2019: 33.7, 2020: 26.2, 2021: 28.7, 2022: 29, 2023: 25.8",Yes,2020,472,-289697.414900001,6699318.10499999
635,Victoria Park Primary,2020,11,25.1,470,single,"2010: 43.3, 2011: 39.4, 2012: 39.6, 2013: 37.8, 2014: 35, 2015: 38.7, 2016: 39.4, 2017: 35.9, 2018: 37.9, 2019: 29.4, 2020: 25.1, 2021: 26.8, 2022: 28.3, 2023: 24.2",Yes,2020,470,-288113.070799999,6698870.223
636,Parson Street School,2020,31,25.4,439,single,"2010: 41.9, 2011: 40.9, 2012: 40.9, 2013: 44.7, 2014: 42, 2015: 41, 2016: 43.6, 2017: 37.7, 2018: 37.7, 2019: 31.7, 2020: 25.4, 2021: 28.6, 2022: 27.2, 2023: 24",Yes,2020,439,-289982.853700001,6698188.6291
637,Whitehall Rd lamppost 17 nr juction with Chalks Rd,2020,12,26.6,406,single,"2010: 48.1, 2011: 37.5, 2012: 36.5, 2013: 36.5, 2014: 34.9, 2015: 35.4, 2016: 36.2, 2017: 38.9, 2018: 38.5, 2019: 31, 2020: 26.6, 2021: 29.3, 2022: 29.6, 2023: 24.2",Yes,2020,406,-284362.788199998,6703411.148
638,Monitor     Bath Road Brislington,2020,36,19.3,320,single,"2010: 34.3, 2011: 33.1, 2012: 31.5, 2013: 31.1, 2014: 30.9, 2015: 31.3, 2016: 31.1, 2017: 30.7, 2018: 27.9, 2019: 23.5, 2020: 19.3, 2021: 20.8, 2022: 20.6, 2023: 17.7",Yes,2020,320,-284969.958900001,6699810.1672
639,Lamppost     Glenfrome Road \ Muller Road Horfield,2020,12,24.6,307,single,"2010: 46.6, 2011: 41.5, 2012: 39.5, 2013: 39.8, 2014: 38.4, 2015: 36.6, 2016: 37.4, 2017: 32.6, 2018: 37.3, 2019: 30.7, 2020: 24.6, 2021: 27.5, 2022: 26.8, 2023: 24.5",Yes,2020,307,-285709.989399999,6705846.3914
640,Jacobs Wells road opp Clifton hill,2020,11,20.7,156,single,"2010: 56.1, 2011: 49.1, 2012: 45.8, 2013: 44.2, 2014: 38, 2015: 38.9, 2016: 41.2, 2017: 39.3, 2018: 36.2, 2019: 30.5, 2020: 20.7, 2021: 24.9, 2022: 25.9, 2023: 19.1",Yes,2020,156,-290548.391399998,6702095.8867
641,Third Way,2020,11,23.2,16,single,"2010: 35.1, 2011: 35.8, 2012: 36.4, 2013: 33.3, 2014: 34.6, 2015: 35.9, 2016: 35.7, 2017: 35.2, 2018: 32.6, 2019: 28.7, 2020: 23.2, 2021: 24.9, 2022: 25.8, 2023: 21.5",Yes,2020,16,-299320.210200001,6711146.7106
642,Lamppost   16 Ashley Road St. Pauls,2020,8,37.2,295,single,"2010: 58.8, 2011: 60.7, 2012: 57.8, 2013: 57.2, 2014: 58.6, 2015: 63.3, 2016: 55.7, 2017: 65.1, 2018: 59.6, 2019: 48.1, 2020: 37.2, 2021: 44.5, 2022: 41, 2023: 34",Yes,2020,295,-287033.8891,6704208.2574
643,St John's Lane No 26 lamppost 15 (just past roundabout),2020,12,26.3,417,single,"2010: 51.3, 2011: 45.6, 2012: 44.1, 2013: 42.1, 2014: 40.8, 2015: 43.6, 2016: 43.4, 2017: 35.2, 2018: 36, 2019: 31, 2020: 26.3, 2021: 27.9, 2022: 27, 2023: 22.7",Yes,2020,417,-287442.494800001,6699543.5428
644,Blackboy Hill,2020,12,28.7,3,single,"2010: 46, 2011: 36.6, 2012: 37.7, 2013: 41.2, 2014: 36.3, 2015: 37.9, 2016: 37.6, 2017: 34.4, 2018: 34.4, 2019: 27.7, 2020: 28.7, 2021: 44.4, 2022: 38.8, 2023: 47.7",Yes,2020,3,-290988.520799998,6704714.203
645,Bath Road,2020,12,33.6,10,single,"2010: 68.2, 2011: 62.3, 2012: 58.4, 2013: 61.5, 2014: 50.1, 2015: 49.3, 2016: 54.5, 2017: 51.6, 2018: 51.5, 2019: 42.2, 2020: 33.6, 2021: 36.8, 2022: 35.9, 2023: 30.7",Yes,2020,10,-284909.002900001,6699589.0257
646,Red Lion Knowle,2020,12,32.4,14,single,"2010: 47.9, 2011: 44.1, 2012: 43.2, 2013: 42.2, 2014: 40.4, 2015: 40.1, 2016: 42.3, 2017: 41.1, 2018: 47.6, 2019: 38.7, 2020: 32.4, 2021: 32.7, 2022: 30.3, 2023: 27",Yes,2020,14,-285439.279399999,6697740.0722
647,Victoria Street,2020,12,29.9,113,single,"2010: 53.9, 2011: 55.2, 2012: 51.8, 2013: 48.4, 2014: 48.8, 2015: 47.5, 2016: 45.5, 2017: 49.9, 2018: 40.5, 2019: 37.4, 2020: 29.9, 2021: 27.8, 2022: 32, 2023: 29.4",Yes,2020,113,-288062.701000001,6701599.0713
648,York Road,2020,12,35.6,125,single,"2010: 72.8, 2011: 66.5, 2012: 63, 2013: 59.6, 2014: 53.3, 2015: 52.9, 2016: 52.9, 2017: 56, 2018: 50.3, 2019: 45.2, 2020: 35.6, 2021: 35.8, 2022: 33.6, 2023: 24.3",Yes,2020,125,-288123.190699998,6700347.4006
649,Lamb Street façade,2020,11,25.8,371,single,"2010: 57.9, 2011: 47.5, 2012: 47.5, 2013: 46.9, 2014: 42.8, 2015: 44.8, 2016: 42.7, 2017: 44.7, 2018: 42.2, 2019: 34.1, 2020: 25.8, 2021: 29.4, 2022: 29, 2023: 25.5",Yes,2020,371,-287182.1998,6702693.6362
650,Lamp post 48 230 Bath Road,2020,12,23.4,403,single,"2010: 46.5, 2011: 43.9, 2012: 43.6, 2013: 46.6, 2014: 39.2, 2015: 41.5, 2016: 37.5, 2017: 35.7, 2018: 35.6, 2019: 28.1, 2020: 23.4, 2021: 25.5, 2022: 25.5, 2023: 20.2",Yes,2020,403,-286047.601599999,6699976.871
651,Galleries,2020,11,41.9,12,single,"2010: 58.2, 2011: 55.2, 2012: 50.8, 2013: 56.7, 2014: 51.3, 2015: 52.5, 2016: 52.8, 2017: 56.6, 2018: 57.5, 2019: 51.8, 2020: 41.9, 2021: 46.5, 2022: 50.2, 2023: 60.2",Yes,2020,12,-288255.149099998,6702424.7849
652,Horsefair,2020,12,28.2,15,single,"2010: 54.7, 2011: 50.9, 2012: 49.5, 2013: 53.6, 2014: 48.6, 2015: 50.8, 2016: 51.2, 2017: 49.4, 2018: 47.5, 2019: 42.2, 2020: 28.2, 2021: 31.5, 2022: 31.3, 2023: 26.4",Yes,2020,15,-288015.146299999,6702866.89500001
653,Stokes Croft,2020,12,34.3,22,single,"2010: 68.2, 2011: 58.7, 2012: 55.3, 2013: 57.7, 2014: 55.3, 2015: 49.7, 2016: 54.4, 2017: 52.5, 2018: 51, 2019: 44.3, 2020: 34.3, 2021: 37.5, 2022: 36.7, 2023: 35.9",Yes,2020,22,-288316.716200002,6703508.6964
654,Merchants Road Hotwells,2020,12,31.1,254,single,"2010: 47.1, 2011: 55.6, 2012: 55.3, 2013: 53.2, 2014: 51.5, 2015: 54.4, 2016: 51.8, 2017: 52.2, 2018: 49.4, 2019: 40.5, 2020: 31.1, 2021: 34.6, 2022: 33, 2023: 24.7",Yes,2020,254,-291487.226599999,6701141.8826
655,Facade   258 Fishponds Road Fishponds,2020,12,34.1,325,single,"2010: 51.8, 2011: 53, 2012: 49.8, 2013: 45.8, 2014: 49.7, 2015: 50.8, 2016: 50.5, 2017: 49.2, 2018: 48.1, 2019: 39.4, 2020: 34.1, 2021: 37.3, 2022: 32.6, 2023: 29.4",Yes,2020,325,-284232.696400002,6705496.1001
656,Wells Rd bus lane sign just below junction with Knowle Rd,2020,12,25.5,413,single,"2010: 52.2, 2011: 47.1, 2012: 41.4, 2013: 43.7, 2014: 38.4, 2015: 39.3, 2016: 40, 2017: 38.7, 2018: 37.6, 2019: 31.2, 2020: 25.5, 2021: 27.4, 2022: 27.2, 2023: 23.5",Yes,2020,413,-286790.2399,6699701.2646
657,Parson St lamppost outside Bristol Scuba,2020,12,31.4,419,single,"2010: 63.2, 2011: 54.7, 2012: 54.1, 2013: 53.6, 2014: 56.6, 2015: 53.6, 2016: 55.8, 2017: 51.3, 2018: 45, 2019: 39, 2020: 31.4, 2021: 34.3, 2022: 33.6, 2023: 29.4",Yes,2020,419,-290320.503899999,6698352.7908
658,facade villiers road stapleton road junction,2020,9,38.8,429,single,"2010: 60.3, 2011: 57.8, 2012: 57.3, 2013: 60.6, 2014: 54.7, 2015: 50.4, 2016: 52.1, 2017: 47.8, 2018: 46.8, 2019: 41.2, 2020: 38.8, 2021: 36.4, 2022: 35.5, 2023: 38",Yes,2020,429,-286116.158599999,6703865.2085
659,South Eastern stair access Plimsoll Bridge,2020,11,31.7,556,single,"2019: 37, 2020: 31.7, 2021: 35, 2022: 31.8, 2023: 23.9",Yes,2020,556,-291951.649999999,6700935.5617
660,Muller road junction with Downend road traffic light to the south of the junction.,2020,12,31.3,571,single,"2019: 42.8, 2020: 31.3, 2021: 33.1, 2022: 32.3, 2023: 28.4",Yes,2020,571,-287164.669199999,6707575.5366
661,B&G Snax West St,2020,11,40,473,single,"2010: 49.2, 2011: 43.1, 2012: 44.6, 2013: 43.5, 2014: 40.7, 2015: 49.6, 2016: 57.1, 2017: 40.1, 2018: 44, 2019: 42.4, 2020: 40, 2021: 28.4, 2022: 28.4, 2023: 26.1",Yes,2020,473,-289889.1129,6699059.6192
662,T shirt Shop W. Town Lane,2020,12,23.5,478,single,"2010: 42.9, 2011: 38.2, 2012: 36.4, 2013: 39.9, 2014: 35.8, 2015: 36.3, 2016: 36.7, 2017: 35.4, 2018: 36.5, 2019: 28.8, 2020: 23.5",No,2020,478,-283497.466600001,6698022.909
663,Avonmouth Road Outside No 76,2020,12,22,491,single,"2014: 31.2, 2015: 33.8, 2016: 36.5, 2017: 34.4, 2018: 33.5, 2019: 27.3, 2020: 22",No,2020,491,-298604.980099998,6709267.4042
664,lamppost sussex place,2020,12,26.7,407,single,"2010: 53.9, 2011: 56.5, 2012: 47.3, 2013: 47.1, 2014: 43.9, 2015: 43.1, 2016: 48.7, 2017: 44.6, 2018: 46.7, 2019: 37.3, 2020: 26.7, 2021: 30.2, 2022: 29.5, 2023: 24.8",Yes,2020,407,-287169.1943,6704295.5556
665,Lamppost opposite BRI CAZ,2020,24,33.8,561,single,"2019: 47, 2020: 33.8, 2021: 36.7, 2022: 34.8, 2023: 24.7",Yes,2020,561,-288985.372699998,6702772.27
666,Muller road/ Glenfrome road junction north,2020,12,41.3,567,single,"2019: 44, 2020: 41.3, 2021: 44.8, 2022: 43.2, 2023: 35.3",Yes,2020,567,-285740.654199999,6705873.4727
667,North St/Dean Lane on roundabout sign,2020,9,23.2,420,single,"2010: 43.8, 2011: 39.6, 2012: 38.1, 2013: 38.9, 2014: 37.2, 2015: 36.7, 2016: 38.6, 2017: 33.3, 2018: 37.1, 2019: 30.4, 2020: 23.2, 2021: 25.6, 2022: 28.8, 2023: 23.7",Yes,2020,420,-289619.3453,6699765.1326
668,Shiners Garage,2020,12,29.2,436,single,"2010: 44.7, 2011: 40.9, 2012: 39.6, 2013: 40.1, 2014: 38.2, 2015: 37.9, 2016: 47.7, 2017: 45.8, 2018: 50.6, 2019: 42, 2020: 29.2, 2021: 31.2, 2022: 30.6, 2023: 24.4",Yes,2020,436,-285257.7601,6702676.5771
669,St. Pauls Day Nursery,2020,33,15.9,455,single,"2010: 34.8, 2011: 30, 2012: 29.5, 2013: 30.1, 2014: 27.3, 2015: 26.5, 2016: 27.9, 2017: 26, 2018: 24.4, 2019: 20.8, 2020: 15.9, 2021: 16.4, 2022: 16.7, 2023: 14.3",Yes,2020,455,-287711.5297,6703574.6253
670,Lamppost corner park avenue,2020,12,23.4,469,single,"2010: 46.2, 2011: 40.4, 2012: 39.4, 2013: 38.5, 2014: 35.8, 2015: 35.3, 2016: 39.2, 2017: 34.6, 2018: 36.2, 2019: 27.4, 2020: 23.4",No,2020,469,-287688.546599999,6699061.4821
671,Avon School Barrack's Lane,2020,12,18.6,490,single,"2014: 29.1, 2015: 31.9, 2016: 32.4, 2017: 31, 2018: 26.8, 2019: 22.4, 2020: 18.6",No,2020,490,-298669.6888,6709499.9161
672,Temple Way Nox site,2020,36,26,499,single,"2017: 38.5, 2018: 43.2, 2019: 33.6, 2020: 26, 2021: 31.1, 2022: 30.9, 2023: 26.2",Yes,2020,499,-287648.5244,6702702.7651
673,Dalby avenue,2020,11,20.4,538,single,"2018: 33.7, 2019: 26.6, 2020: 20.4, 2021: 22.5, 2022: 21.3, 2023: 19.5",Yes,2020,538,-288971.230099998,6699635.5737
674,420 Hotwell Road A4,2020,10,26.5,555,single,"2019: 32, 2020: 26.5, 2021: 28, 2022: 28, 2023: 19.3",Yes,2020,555,-292192.642700002,6701392.8728
675,Three Lamps,2020,12,36.8,4,single,"2010: 62.3, 2011: 59.8, 2012: 58.4, 2013: 60.6, 2014: 55.8, 2015: 53.3, 2016: 55.2, 2017: 52.7, 2018: 53.5, 2019: 41, 2020: 36.8, 2021: 38.9, 2022: 38.4, 2023: 29.3",Yes,2020,4,-287018.791299999,6700248.6473
676,Baldwin Street traffic light outside domino's,2020,7,30.9,575,single,"2020: 30.9, 2021: 29.6, 2022: 31.5, 2023: 33",Yes,2020,575,-288983.0066,6701888.7636
677,Except local buses sign Blackmoors Lane,2020,9,19.8,559,single,"2019: 29, 2020: 19.8, 2021: 24.5, 2022: 24.2, 2023: 20.4",Yes,2020,559,-292489.546799999,6699769.8294
678,Colston girls,2020,11,30.7,512,single,"2018: 47.6, 2019: 40.6, 2020: 30.7, 2021: 36.1, 2022: 36.2, 2023: 37.3",Yes,2020,512,-288456.796700001,6704384.8355
679,Avonmouth Road Outside No 12,2020,12,22.8,489,single,"2014: 34.5, 2015: 36.9, 2016: 38.6, 2017: 37.7, 2018: 35.5, 2019: 28.6, 2020: 22.8",No,2020,489,-298747.640500002,6709433.2688
680,Savanna coffee drainpipe,2020,12,20.8,466,single,"2010: 41.1, 2011: 39.7, 2012: 39.6, 2013: 41.1, 2014: 38, 2015: 34, 2016: 35.8, 2017: 33.4, 2018: 33.2, 2019: 27.4, 2020: 20.8",No,2020,466,-290918.996300001,6699850.6454
681,facade BRI children's,2020,12,27.3,423,single,"2010: 53, 2011: 53.2, 2012: 50.9, 2013: 46.3, 2014: 41.8, 2015: 44.4, 2016: 43.5, 2017: 45, 2018: 42.3, 2019: 35.2, 2020: 27.3, 2021: 29.5, 2022: 29.1, 2023: 22.2",Yes,2020,423,-289088.9267,6702699.1308
682,5102 façade,2020,12,23.5,363,single,"2010: 44.9, 2011: 47.4, 2012: 48, 2013: 44.3, 2014: 39.8, 2015: 39.2, 2016: 39.6, 2017: 38.5, 2018: 37.2, 2019: 34, 2020: 23.5, 2021: 26.8, 2022: 28, 2023: 23.8",Yes,2020,363,-288367.673999999,6703069.6832
683,Parson Street Bedminster Down Road,2020,11,32.2,242,single,"2010: 80.3, 2011: 75.5, 2012: 73.9, 2013: 75.1, 2014: 56.2, 2015: 61.7, 2016: 68.4, 2017: 56, 2018: 51.1, 2019: 41, 2020: 32.2, 2021: 34.5, 2022: 36.6, 2023: 29.8",Yes,2020,242,-290832.307999998,6697890.9376
684,Anchor Road,2020,12,39.4,147,single,"2010: 65.6, 2011: 66.4, 2012: 60.6, 2013: 60.2, 2014: 57, 2015: 60.1, 2016: 56.9, 2017: 61.5, 2018: 56.6, 2019: 50.9, 2020: 39.4, 2021: 43.3, 2022: 45.5, 2023: 39.5",Yes,2020,147,-289254.463399999,6701581.3445
685,York Road,2019,12,45.2,125,single,"2010: 72.8, 2011: 66.5, 2012: 63, 2013: 59.6, 2014: 53.3, 2015: 52.9, 2016: 52.9, 2017: 56, 2018: 50.3, 2019: 45.2, 2020: 35.6, 2021: 35.8, 2022: 33.6, 2023: 24.3",Yes,2019,125,-288123.190699998,6700347.4006
686,Merchants Road Hotwells,2019,12,40.5,254,single,"2010: 47.1, 2011: 55.6, 2012: 55.3, 2013: 53.2, 2014: 51.5, 2015: 54.4, 2016: 51.8, 2017: 52.2, 2018: 49.4, 2019: 40.5, 2020: 31.1, 2021: 34.6, 2022: 33, 2023: 24.7",Yes,2019,254,-291487.226599999,6701141.8826
687,Stapleton Road Heath Street,2019,12,41.5,261,single,"2010: 55.8, 2011: 48.2, 2012: 53, 2013: 55.8, 2014: 50.6, 2015: 51.3, 2016: 53.1, 2017: 52.4, 2018: 51, 2019: 41.5, 2020: 34.7, 2021: 39.1, 2022: 39.3, 2023: 32",Yes,2019,261,-285136.0777,6705418.5404
688,Lamppost     Ashley Hill St. Pauls,2019,12,32.8,312,single,"2010: 46.8, 2011: 46.4, 2012: 43.7, 2013: 44.5, 2014: 36.7, 2015: 36.8, 2016: 41.6, 2017: 38.5, 2018: 38.5, 2019: 32.8, 2020: 26.2, 2021: 29.5, 2022: 29.8, 2023: 24.8",Yes,2019,312,-287167.508099999,6704690.8496
689,Great George Street lamppost,2019,12,30.1,370,single,"2010: 49.2, 2011: 43.7, 2012: 39.5, 2013: 39.4, 2014: 36.9, 2015: 37.7, 2016: 38.4, 2017: 37.5, 2018: 36.6, 2019: 30.1, 2021: 25, 2022: 31, 2023: 25.3",Yes,2019,370,-287244.854499999,6702918.0477
690,Lamb Street façade,2019,12,34.1,371,single,"2010: 57.9, 2011: 47.5, 2012: 47.5, 2013: 46.9, 2014: 42.8, 2015: 44.8, 2016: 42.7, 2017: 44.7, 2018: 42.2, 2019: 34.1, 2020: 25.8, 2021: 29.4, 2022: 29, 2023: 25.5",Yes,2019,371,-287182.1998,6702693.6362
691,Lamp post 48 230 Bath Road,2019,12,28.1,403,single,"2010: 46.5, 2011: 43.9, 2012: 43.6, 2013: 46.6, 2014: 39.2, 2015: 41.5, 2016: 37.5, 2017: 35.7, 2018: 35.6, 2019: 28.1, 2020: 23.4, 2021: 25.5, 2022: 25.5, 2023: 20.2",Yes,2019,403,-286047.601599999,6699976.871
692,North St/Dean Lane on roundabout sign,2019,11,30.4,420,single,"2010: 43.8, 2011: 39.6, 2012: 38.1, 2013: 38.9, 2014: 37.2, 2015: 36.7, 2016: 38.6, 2017: 33.3, 2018: 37.1, 2019: 30.4, 2020: 23.2, 2021: 25.6, 2022: 28.8, 2023: 23.7",Yes,2019,420,-289619.3453,6699765.1326
693,facade BRI children's,2019,12,35.2,423,single,"2010: 53, 2011: 53.2, 2012: 50.9, 2013: 46.3, 2014: 41.8, 2015: 44.4, 2016: 43.5, 2017: 45, 2018: 42.3, 2019: 35.2, 2020: 27.3, 2021: 29.5, 2022: 29.1, 2023: 22.2",Yes,2019,423,-289088.9267,6702699.1308
694,Martial Arts West Street,2019,12,29.1,474,single,"2010: 45.1, 2011: 39.7, 2012: 37.9, 2013: 39.1, 2014: 35.8, 2015: 38.5, 2016: 38.7, 2017: 35.8, 2018: 31.9, 2019: 29.1, 2020: 22.9",No,2019,474,-290069.779300001,6698825.3103
695,Avonmouth Road Outside No 12,2019,12,28.6,489,single,"2014: 34.5, 2015: 36.9, 2016: 38.6, 2017: 37.7, 2018: 35.5, 2019: 28.6, 2020: 22.8",No,2019,489,-298747.640500002,6709433.2688
696,Dalby avenue,2019,12,26.6,538,single,"2018: 33.7, 2019: 26.6, 2020: 20.4, 2021: 22.5, 2022: 21.3, 2023: 19.5",Yes,2019,538,-288971.230099998,6699635.5737
